,UNIQUE_ID,High_Performer,Retained,Protected,Protected_High_Performers
0,123184668,0.506181903191879,0.5020176841879226,0.4904120342399886,0.5032209874315657
1,238256517,0.5055478193298222,0.496363438478642,0.4929288140971121,0.5013213122010616
2,245226027,0.5050331382464305,0.4970341320022538,0.4961661036260038,0.5047897142210992
3,245150052,0.5047457103243141,0.4987279277846624,0.5002949902509132,0.5019365137424746
4,245119703,0.5047075721289257,0.4996786243437556,0.4971945336191324,0.5075104031721068
5,245086271,0.5046282252626351,0.4986230954511519,0.4939546325975467,0.5003867552026818
6,245151105,0.5046148660395469,0.4976658544023248,0.495380939729269,0.5070001598062865
7,245202305,0.5045863514325104,0.4996938532981363,0.5000507389287371,0.5068918218720012
8,244955263,0.5045759418385453,0.5006196821547525,0.4930719077066984,0.4950631023721042
9,245230699,0.5044875122744352,0.5000884585068807,0.4956334931631316,0.5020159249816745
10,245118023,0.5044462035102111,0.4979423066310119,0.4963391526854298,0.5057279652912209
11,245098177,0.5044460267551178,0.4968012779093174,0.4948992345572285,0.5044297374201023
12,245175161,0.5042440142558561,0.5018559450381854,0.4918898266645063,0.4934347862556608
13,236428235,0.5041563058648453,0.5020974786919999,0.4886001510932185,0.5038071092711521
14,245139485,0.5041508389757908,0.499543837936563,0.4845916099004022,0.4998369838318053
15,245118814,0.5041408471665436,0.4980500188485118,0.5014557663280355,0.5017721384598213
16,236248808,0.5040982845645553,0.4973279755081298,0.4985053346617929,0.5033174420336515
17,245219383,0.5040657160897197,0.5013337108998206,0.4910324844437821,0.4952221143710381
18,245149971,0.5040246106827929,0.5002614842450805,0.4925311761774488,0.5010430227725161
19,245222868,0.5039768246550357,0.4992302909202655,0.4951191584393516,0.5050005826793593
20,244987969,0.5039768246550357,0.4968399329286561,0.496358326922037,0.4999810098406781
21,245166647,0.5039451404590798,0.4992260952021626,0.4962447358821056,0.50547544905407
22,126007443,0.5039436112225585,0.4990573984554064,0.4938854411008838,0.5059368663596054
23,245145042,0.5038316993034904,0.5019490551057127,0.4937721960207183,0.5039708230247787
24,245106871,0.5038270477070023,0.5004499289969344,0.4866134476363276,0.5014067240139388
25,126186263,0.5038211082386113,0.5000186110849358,0.4941672102834017,0.5077224985804271
26,245127936,0.5037919610296243,0.5003267732279362,0.4959795468850846,0.5041501968365932
27,125652130,0.5037334616324176,0.500247357480075,0.4901448314400621,0.4998978771589827
28,245087223,0.503722101222642,0.5022408146401064,0.4911505650908898,0.50004212633098
29,124007943,0.5037002147439188,0.5014583673745695,0.4893274782179304,0.505216414038515
30,121953360,0.5036397165676834,0.5024271042353857,0.4919405353214546,0.5047054089314174
31,236256324,0.5036397165676834,0.5009071253789548,0.4944213928043965,0.5057237750412853
32,245118684,0.5035880439881202,0.5014134147792683,0.4917618636906037,0.5027035804042664
33,245030670,0.5035761691185864,0.4989121954027717,0.4950641607879889,0.5033174420336515
34,245046219,0.5035759533638021,0.4978638461031708,0.4953519231787005,0.5016801581855543
35,245248463,0.5035486357219442,0.4994712094806315,0.493787326840486,0.5063370129104705
36,245166152,0.5035321673331274,0.502616998500439,0.4917965468978908,0.5042996964172173
37,245063868,0.5035299339243134,0.5017028730860789,0.4901793094015791,0.5003483279738609
38,232621120,0.5034945511159089,0.5012021088333125,0.4961497466962656,0.5001315199963637
39,244662308,0.5034898973251882,0.4997807491426128,0.4954674904299374,0.4995744861762162
40,244989200,0.5034835524115204,0.5007265417016745,0.4964129099347271,0.4996180708810792
41,242971061,0.5034456417624986,0.4987742724850326,0.4942488335183398,0.499726257379281
42,245144615,0.5034456417624986,0.4993250420834995,0.4939512728705275,0.5012563011745308
43,245171646,0.5034426910450508,0.4971190751786106,0.4949440132562463,0.503607004856515
44,245047378,0.503438493896423,0.499475378712646,0.4928627971685038,0.5028550527643212
45,245179804,0.5034231043381621,0.501521850177886,0.4855743841807153,0.4979438030980772
46,245247256,0.5033697909197306,0.5016328857732392,0.4885085798058091,0.4985207631163548
