UNIQUE_ID,Class 2 Prob,Hire
235440469,0.48959702816475836,0
245226120,0.4918578018787867,0
245035564,0.49230231847185224,0
238621378,0.49246363482112,0
245174637,0.4929341097716358,0
245041843,0.4931327933159489,0
244334408,0.4934205922581949,0
245088777,0.4934831104630425,0
245130595,0.4937173569606166,0
239583219,0.4937894328124639,0
231316963,0.4938967752065145,0
245170527,0.4939209987521798,0
245075748,0.49399000322564357,0
245048150,0.494000239689228,0
233243321,0.49407468045948616,0
241373224,0.4941179721521355,0
244565048,0.49423728320065,0
245138556,0.49428504501380915,0
245172865,0.49436966927193676,0
245246877,0.49437071691301016,0
243373481,0.4944225718538113,0
239280277,0.49442941097750037,0
126081686,0.4944335329652913,0
244964867,0.49451592227015545,0
245147704,0.4946814179408097,0
245196978,0.49483566886707686,0
239512149,0.49487426408611457,0
245106722,0.49490890221869555,0
232425493,0.4949459328426388,0
237271787,0.4949781181143877,0
243405074,0.4950482316074708,0
245229149,0.4950797587805177,0
245173199,0.49511950151362283,0
245091726,0.4951385268534919,0
240065100,0.4951843406352173,0
243359684,0.49518495405672547,0
241794266,0.49519827193882693,0
245033331,0.4952377488785226,0
241553650,0.4952535608236864,0
244292501,0.49527916247342274,0
235264448,0.4953624398331469,0
239789003,0.49538189437443086,0
245226345,0.4954151927882557,0
245225600,0.4954241227734556,0
245014871,0.4954407340584507,0
245026619,0.4954604403524226,0
242123170,0.49547365311812397,0
244968548,0.495476986843937,0
245155093,0.49548656165093014,0
244968611,0.4955688721401987,0
245144600,0.4955985067389434,0
123305025,0.49560156599665683,0
244277622,0.49564190621101445,0
245205581,0.4956605283457112,0
244960493,0.4956644191965075,0
245112148,0.49572644695662066,0
244995123,0.4957509869068194,0
245155989,0.49575359508725936,0
245202492,0.49576248348188523,0
245242303,0.49579672730420343,0
245073402,0.4957982104635814,0
245260480,0.49581895808221144,0
245134442,0.4958242779304405,0
245195133,0.49583197764357484,0
245067514,0.4958544941227042,0
244965314,0.49586093313766555,0
245057166,0.495861854680933,0
245186493,0.49586967943289634,0
244998661,0.49589483141943724,0
245047832,0.4958996904153787,0
245039419,0.4959092684451157,0
229824893,0.4959163294620495,0
245013840,0.4959208933086733,0
245176103,0.4959243380666047,0
245073284,0.4959310135850047,0
245152671,0.49593158768993983,0
245091927,0.49593940713443,0
238425165,0.49595094595614964,0
245154603,0.49597096738570406,0
244974543,0.4959772231405049,0
245171646,0.49598583116722145,0
240626947,0.49602465726597356,0
242196579,0.4960355526099384,0
245176479,0.49604017004218365,0
241665246,0.4960497871816394,0
245096151,0.49605841737558615,0
245205747,0.49606509898719103,0
245160525,0.49607505891786935,0
245021537,0.4960846616308866,0
245245110,0.49610058247328837,0
245047453,0.49611313062964085,0
238256517,0.4961392954971819,0
245080148,0.4961434460115458,0
242922263,0.4961522399427408,0
245196921,0.4961700270863942,0
245195504,0.49617874227796077,0
245080143,0.4961853006578485,0
245170901,0.49620337658829655,0
244973608,0.4962234653600638,0
245097156,0.49624207937001447,0
245139808,0.49624646961307084,0
243422421,0.4962508979585886,0
245229389,0.4962586070563679,0
243866115,0.4962604726039732,0
245002178,0.49629404931591836,0
242526305,0.49629916594837226,0
241891531,0.4963039156170309,0
240552567,0.4963053945283199,0
245144639,0.496313207426878,0
245196515,0.49632976028338605,0
245107518,0.49633300137429437,0
245136296,0.4963489947240013,0
245002813,0.4963568044117019,0
244588530,0.4963576166697173,0
245187093,0.4963577585741984,0
245101605,0.49638737602952854,0
245159934,0.4963937716017029,0
245241474,0.4963980877667722,0
245216787,0.496403910825871,0
245224891,0.49641088040152387,0
244797238,0.4964200345128475,0
245226067,0.4964418152900289,0
245226045,0.49644411837592567,0
245151636,0.4964637222711035,0
245261109,0.4964765662368236,0
124627996,0.49648088567229826,0
245229956,0.4964843570055806,0
239470277,0.4964920928124785,0
245128884,0.4964947282757746,0
245123538,0.49650822638248915,0
245047872,0.4965262401121677,0
245127707,0.4965321570623559,0
245147943,0.49654153323067146,0
245175729,0.4965415499497973,0
245180340,0.4965422221462532,0
245230833,0.496544662933555,0
245196172,0.4965458888194479,0
245093581,0.49655693917717664,0
245070234,0.4965585192331352,0
245226027,0.4965686255858794,0
245188321,0.4965896670173918,0
242583134,0.49659911856815314,0
236045848,0.4966082595374656,0
245093346,0.49662551890260564,0
237976547,0.4966259171515046,0
245052570,0.49663070043922974,0
245089610,0.49663553103331204,0
239067290,0.49663582084634345,0
245074237,0.4966451012880863,0
245025486,0.4966692039533887,0
240008381,0.49667501434540373,0
233995410,0.49667998606338276,0
245220684,0.4966800219975304,0
241982151,0.4966834314474198,0
245036031,0.49669192221090164,0
245100385,0.4967060395356199,0
241338401,0.4967069182846241,0
239652052,0.49670777414127903,0
244940560,0.49671346061606525,0
245097386,0.49671346061606525,0
245127441,0.4967250866179548,0
245091861,0.4967570877867029,0
245063824,0.49677448122598356,0
245035662,0.496775956617363,0
244981925,0.49677905036586567,0
245070813,0.49678190670249034,0
245063682,0.4967907651698739,0
238872295,0.49679195326514686,0
245256078,0.496792106776921,0
245030976,0.4967972031658146,0
245125157,0.4967998074693308,0
245060640,0.49680350388465744,0
245096001,0.4968239042470233,0
245172511,0.4968255906540671,0
245046219,0.4968295016161477,0
245161235,0.49683295848903736,0
245225545,0.49684842032370163,0
245153046,0.49684893318254064,0
245187810,0.4968513858564092,0
245261354,0.49685688094374825,0
245129336,0.49685986231566004,0
245176018,0.4968805310652016,0
245170509,0.4968856395126006,0
245144422,0.4968875937495854,0
245177193,0.49689487921397707,0
245089708,0.4969004973641497,0
244962788,0.49690866668933725,0
245185835,0.496915557658116,0
245125108,0.496916740935681,0
245134522,0.49691734015853045,0
245098106,0.496920612746898,0
245102487,0.49693083402226873,0
245166592,0.49693283266316557,0
245134600,0.4969346051397447,0
245075803,0.49694758563005625,0
245067710,0.49695303741047825,0
245267706,0.496953361335501,0
245151183,0.4969864763043777,0
245122625,0.4969874515953639,0
245241027,0.49699105437283586,0
243092191,0.49699407500403964,0
245151791,0.49699434227785627,0
245085652,0.4970027600878991,0
245093075,0.49700530859142505,0
245211320,0.49700715453796634,0
245120838,0.49701231007546326,0
244917891,0.49701682670424085,0
244944634,0.49701707091206626,0
245085490,0.49702022777033217,0
241335589,0.4970215253575203,0
230702492,0.4970246474906652,0
244972267,0.4970248520934463,0
244954071,0.49702944842207963,0
245055561,0.4970412658581894,0
245177228,0.4970443247737155,0
245090144,0.4970459990770591,0
245160871,0.49704604641581285,0
245080721,0.4970483232986096,0
245171593,0.49705750103716206,0
245127307,0.49705839007606534,0
236248808,0.49707011257592065,0
242180092,0.497072581926332,0
245167001,0.4970747202375368,0
245172178,0.49707550268559714,0
244975112,0.49707824616030755,0
245211300,0.4970878319972208,0
245180139,0.49708942199498335,0
245089503,0.4970900263435425,0
242246793,0.4970917863812018,0
245151105,0.4970930924553414,0
245252280,0.4970943375362059,0
245114523,0.49709956593707516,0
245123604,0.49711661660793505,0
245250893,0.49711849924748813,0
245167774,0.4971286241114467,0
245051324,0.4971287990513681,0
245145242,0.4971393144891582,0
234625315,0.49713944609095345,0
245177393,0.4971404355126977,0
245119710,0.4971429805193989,0
245127156,0.4971435250984218,0
244931198,0.4971438931670443,0
245051308,0.4971439849834072,0
245201797,0.49715517000789317,0
244982113,0.49715663331243837,0
245114180,0.4971575644271325,0
245154953,0.4971719178490553,0
245026037,0.49718442825133374,0
231733959,0.4971866968863953,0
245237284,0.4971891291520796,0
245229323,0.49719008028164285,0
245172910,0.4972002838881424,0
243411946,0.4972026658291288,0
245081195,0.49720877494927923,0
245205961,0.49722079298732164,0
244967034,0.4972211421460865,0
245115005,0.4972241404946725,0
245060592,0.49723312200185793,0
238720469,0.4972352403307711,0
245133964,0.4972366779661838,0
245129209,0.4972413970230696,0
245185056,0.4972440681670908,0
245080519,0.49726226002121937,0
244945589,0.4972692540552142,0
245041436,0.4972720205648584,0
245108719,0.49727938176802694,0
244941091,0.4972872040426176,0
244935805,0.4972891187951084,0
245211902,0.4972899464607141,0
240764806,0.4972922248549051,0
242938701,0.49729895259383017,0
245102091,0.497299307692145,0
245139485,0.49730508952894703,0
245086279,0.4973073128577396,0
245002239,0.4973140418926274,0
245225154,0.49734211867331996,0
245191124,0.4973463025409909,0
245156089,0.4973485031751987,0
245113454,0.49734935773001077,0
245224560,0.49735237289407547,0
241092454,0.4973571600771455,0
245181771,0.4973579375905906,0
245152712,0.49735826736491534,0
245091936,0.4973729608283187,0
245116708,0.4973740073699478,0
245096579,0.49737442922983166,0
245156599,0.49737923709831805,0
245035416,0.49738182285675875,0
245235335,0.49739500788142177,0
245204977,0.4973970351173457,0
245059555,0.49739882137895064,0
245221012,0.4974079872052315,0
245228741,0.4974097739602529,0
245191877,0.4974140922273882,0
245120341,0.49742817370486936,0
245101449,0.4974559313332175,0
245021228,0.49745971345162077,0
245041946,0.49746189640074573,0
245191350,0.497462359800096,0
245098206,0.4974848067885133,0
227117606,0.49748627127429784,0
244933794,0.49748663664560766,0
121638744,0.4974868397911248,0
245164253,0.4974935984524468,0
245109224,0.49749761403734905,0
245044356,0.49750859826846905,0
245226461,0.4975164807335069,0
245090239,0.49752826223655033,0
244945447,0.49753142372411613,0
245123100,0.49753604468085594,0
242701989,0.4975365100334322,0
245181016,0.49754417644905524,0
245080593,0.4975462507254642,0
245190675,0.49755082752651913,0
241793656,0.4975525081271786,0
245179347,0.4975590994381737,0
226725426,0.49756274051823374,0
245033641,0.4975737500410921,0
245114650,0.4975750012532344,0
243173021,0.4975850116546745,0
245097608,0.49758983482870184,0
241918818,0.4975913866726215,0
245003204,0.49759501479721224,0
245079142,0.49759731869898816,0
245007964,0.4976080120519621,0
232439390,0.49761089227353883,0
245095777,0.49761225855959634,0
245173300,0.49761475806724825,0
245051489,0.4976192741715172,0
244242718,0.4976200676030743,0
126151038,0.4976283089500531,0
245001310,0.49762966669286757,0
245080700,0.49763808775019885,0
244971834,0.4976418487279289,0
235501020,0.49764492345146427,0
124621507,0.49764582379853595,0
245021376,0.4976470039509332,0
245206276,0.49765073960621253,0
245074836,0.49765511872727036,0
245169755,0.4976672442090649,0
245162341,0.49767030776313775,0
244985764,0.4976741741706381,0
245103477,0.49767950056385996,0
245116613,0.49768069235928714,0
235593398,0.49768091315385504,0
245127138,0.49768388132708136,0
245191383,0.4976858841556122,0
244991125,0.4976862107147247,0
245216205,0.49768786664298104,0
245078999,0.49768865418691294,0
245094068,0.4976939774261859,0
244987969,0.4976965222046944,0
245236393,0.4976990718098121,0
239567941,0.49770513177045106,0
245187329,0.4977100091713378,0
245040835,0.4977103143927098,0
244987529,0.49771971381361996,0
245032961,0.49772143256949075,0
244985008,0.49772184254197466,0
244456147,0.49772464775963465,0
245139130,0.49772511517530765,0
245016686,0.49773419178610545,0
245151114,0.49773817327811964,0
242468404,0.4977381910073676,0
245064965,0.4977440617912277,0
244991655,0.4977460563472772,0
245162284,0.4977471905069123,0
244946502,0.4977598689896475,0
245073628,0.49776239231485053,0
133910211,0.49776311821062763,0
245060040,0.49776943001085894,0
245160769,0.4977701871270995,0
242139392,0.4977737307817618,0
245156342,0.4977761033823562,0
245179789,0.4977805571823572,0
242521272,0.49778225501505513,0
245247523,0.4977864622424813,0
245098177,0.4977936011516999,0
245160740,0.4977963102085227,0
245100898,0.49779775827037565,0
245113645,0.497801413239544,0
245114158,0.49780184682220435,0
241678991,0.49780444483941405,0
245178624,0.49780508193577183,0
245184952,0.49780827314417514,0
245152705,0.4978116377151591,0
245152065,0.49781187185563086,0
245208089,0.49781232111460727,0
244982051,0.49781362568467674,0
245078913,0.4978203584584906,0
235895677,0.49782148868386816,0
245123814,0.49782573945384073,0
245219861,0.4978291863422338,0
245247454,0.497833801323403,0
245064784,0.4978345811014863,0
245146741,0.497834848632872,0
245140781,0.49783593338393806,0
245155877,0.4978542962926004,0
245113392,0.49785469299103685,0
245205410,0.4978557669544528,0
245145502,0.4978582034564754,0
245237160,0.49786145859288977,0
245091243,0.4978661747977197,0
245185675,0.497867065244649,0
245085596,0.49787155094208296,0
245237394,0.4978724272366607,0
245181278,0.4978793376979265,0
245119174,0.49787959825788575,0
245109114,0.4978820583026999,0
244959938,0.49788216246418887,0
245047378,0.497887642516279,0
245130673,0.4978896076030696,0
241013620,0.49789883111572475,0
245092091,0.49790120728780674,0
245141189,0.4979015670268596,0
244963164,0.49790756812417203,0
245134003,0.4979106716662677,0
245170080,0.4979115602645245,0
245136607,0.4979143233971151,0
245101773,0.49791934280166894,0
242998488,0.4979218033915614,0
242488466,0.49792699294757675,0
242445320,0.4979329198322529,0
125028230,0.4979352949857209,0
245097376,0.49793660727201455,0
245086271,0.49793665188029845,0
245051329,0.4979375148901242,0
245192771,0.4979472253452179,0
245096766,0.49794899837216705,0
239601948,0.4979534224306847,0
245042444,0.49796040852066487,0
245035346,0.4979628619876957,0
236247410,0.4979640123466488,0
244967871,0.4979674716404771,0
245265336,0.49796789731355157,0
245140756,0.4979731364238931,0
244942102,0.4979751938181352,0
243391758,0.49797715705650947,0
245011544,0.4979772441456445,0
230510806,0.49798073995121234,0
245006306,0.4979816115854301,0
244952052,0.4979864152803852,0
243360854,0.49798692340922046,0
245135166,0.4979894049171259,0
245275151,0.4979953544789821,0
245199183,0.49800175880161096,0
245274386,0.4980070430791471,0
243179072,0.4980075641213435,0
245129318,0.4980124121161417,0
245070671,0.4980141545862297,0
245133666,0.4980168682238756,0
245201581,0.49801771341459794,0
245114465,0.4980194946194235,0
242288245,0.4980230174421678,0
245151303,0.49802619237614415,0
245096473,0.4980287961282463,0
245147827,0.4980342278788574,0
245090520,0.4980348170262794,0
245180098,0.49803501351636403,0
245170137,0.4980351542228951,0
245150192,0.4980370127656522,0
245072831,0.4980391373772861,0
244991167,0.49805151811063103,0
245124335,0.49805224239768603,0
245109100,0.4980532280362826,0
245124778,0.4980533682742589,0
235562614,0.4980538034735242,0
245260675,0.49805513732175527,0
245186480,0.49805983592141045,0
245196374,0.4980658771939537,0
245260439,0.4980699555831769,0
245114880,0.4980721448126072,0
245141007,0.49807371777787324,0
240843434,0.4980755480782989,0
239610576,0.49807932073933736,0
245117013,0.4980812434381241,0
245057464,0.49808430421204586,0
245277883,0.4980877460252336,0
245252609,0.49809287577007,0
239634464,0.4980942733027976,0
245144743,0.49809732078712043,0
245122193,0.49809751511601513,0
245241743,0.49809841277459177,0
245121728,0.49810109722429213,0
245212369,0.4981094563003912,0
245207664,0.49811229538282126,0
244992620,0.49811329230792667,0
244286331,0.498122633507536,0
239439734,0.49812357959583486,0
245205368,0.4981265664253333,0
245080585,0.49812739269362283,0
245208325,0.49813071037529155,0
245017841,0.4981320824336798,0
245133544,0.49813839488117667,0
245146183,0.4981393986376798,0
245037735,0.4981404397911016,0
245190787,0.4981407849690689,0
245100408,0.49814178042626966,0
125984614,0.498144079915721,0
244985047,0.4981444461982208,0
245145842,0.49814705953935784,0
245151623,0.4981494291005807,0
245150279,0.4981503960785416,0
245119013,0.4981505394220974,0
245192889,0.49815544756054236,0
244998858,0.49815582990200946,0
