,UNIQUE_ID,Hire
0,245187396,0
1,245170080,0
2,245093276,0
3,245219596,0
4,245098289,0
5,245096593,0
6,245171841,0
7,245216653,0
8,244964866,0
9,245175161,0
10,245100055,0
11,245135578,0
12,245087239,0
13,245057316,0
14,245080023,0
15,245180993,0
16,245112206,0
17,245174649,0
18,244977383,0
19,245248745,0
20,245033144,0
21,245160514,0
22,236698490,0
23,238279727,0
24,245151381,0
25,245185380,0
26,245091951,0
27,245201275,0
28,245212568,0
29,245041649,0
30,233207928,0
31,245033331,0
32,245139839,0
33,245178847,0
34,235440469,0
35,245123847,0
36,240552567,0
37,244945959,0
38,244909050,0
39,245201579,0
40,245201215,0
41,245105628,0
42,245207393,0
43,245063581,0
44,241658019,0
45,245155518,0
46,244956347,0
47,245187516,0
48,245140681,0
49,245123100,0
50,245098446,0
51,245041848,0
52,245240363,0
53,243026936,0
54,245157299,0
55,122369165,0
56,245144452,0
57,245127990,0
58,245150929,0
59,242594670,0
60,245141551,0
61,245096767,0
62,238696423,0
63,245133847,0
64,244894953,0
65,245060428,0
66,245255130,0
67,245135377,0
68,245241740,0
69,245167380,0
70,245145198,0
71,245082142,0
72,245202214,0
73,245098533,0
74,232228141,0
75,245052255,0
76,245064449,0
77,245045668,0
78,245118252,0
79,125329969,0
80,241840660,0
81,245030670,0
82,245229461,0
83,245080312,0
84,245034949,0
85,245167396,0
86,245111600,0
87,245085023,0
88,245096689,0
89,238849888,0
90,245097521,0
91,245251641,0
92,245212307,0
93,245180089,0
94,245057767,0
95,245161496,0
96,244954071,0
97,245180279,0
98,245081525,0
99,245094068,0
100,245037672,0
101,245229148,0
102,245264854,0
103,245085490,0
104,245051138,0
105,245011008,0
106,244942310,0
107,245081002,0
108,245191639,0
109,245047166,0
110,245178745,0
111,245059313,0
112,244945196,0
113,244954035,0
114,245090400,0
115,245146753,0
116,245125053,0
117,245103431,0
118,245146648,0
119,245061023,0
120,244956008,0
121,244960543,0
122,245046316,0
123,245042580,0
124,128601644,0
125,245186294,0
126,238465003,0
127,241774483,0
128,244980762,0
129,125746000,0
130,245230120,0
131,245185718,0
132,245050623,0
133,245206276,0
134,245170368,0
135,245120380,0
136,245145699,0
137,245231409,0
138,245185719,0
139,245067678,0
140,244992620,0
141,245102196,0
142,245033187,0
143,245140604,0
144,245220402,0
145,245100801,0
146,245226688,0
147,245067304,0
148,245044396,0
149,245140866,0
150,245151303,0
151,245176103,0
152,245032943,0
153,245139162,0
154,245180439,0
155,245079994,0
156,244937136,0
157,245073783,0
158,245115075,0
159,245087156,0
160,245043129,0
161,245130237,0
